bill,year,date_intro,title,act,sector
H.290,2011,2/18/11,An act relating to adult protective services,,
H.282,2011,2/18/11,"An act relating to allowing a state employee, teacher, or municipal employee one opportunity to change the beneficiary indicated on his or her survivorship option",,
H.283,2011,2/18/11,An act relating to establishing a program for the collection and recycling of paint,,
H.278,2011,2/18/11,An act relating to establishing the department of controlled substances,,
H.280,2011,2/18/11,An act relating to furnishing tobacco to persons under 18,,
S.75,2011,2/18/11,An act relating to operating a motor vehicle under the influence of alcohol or drugs,,
H.289,2011,2/18/11,An act relating to perchloroethylene emissions from dry-cleaning systems,,
H.281,2011,2/18/11,An act relating to pharmacy security,,
H.286,2011,2/18/11,An act relating to property tax exemptions for newly constructed homes,,
H.288,2011,2/18/11,An act relating to providing state teachers with an early retirement or severance bonus,,
H.279,2011,2/18/11,An act relating to separate plumbing facilities,,
H.284,2011,2/18/11,An act relating to the historic preservation of and curatorial requirements for the Vermont state house,,
S.76,2011,2/18/11,An act relating to the taxation of spirituous liquors,,
H.285,2011,2/18/11,An act relating to using force in defense of a dwelling place,,
S.77,2011,2/18/11,An act relating to water testing of private wells,,
H.294,2011,2/22/11,An act relating to approving amendments to the charter of the city of Montpelier,M-6,Government & Public Affairs
S.78,2011,2/22/11,"An act relating to the advancement of cellular, broadband and other technology infrastructure in Vermont",53,Telecommunications
H.302,2011,2/22/11,An act relating to assigning responsibilities regarding information security to the department of information and innovation,,
H.295,2011,2/22/11,An act relating to creating public elementary school choice regions,,
H.296,2011,2/22/11,An act relating to expanding school choice and authorizing the creation of charter schools,,
H.292,2011,2/22/11,An act relating to fraudulent misconduct by an agent,,
H.304,2011,2/22/11,An act relating to gender-neutral restrooms in state-owned buildings,,
H.297,2011,2/22/11,An act relating to green automobile insurance,,
H.293,2011,2/22/11,An act relating to hospital and home health assessments,,
H.303,2011,2/22/11,An act relating to pet merchants,,
H.291,2011,2/22/11,An act relating to raising the penalties for attempting to elude a police officer,,
H.299,2011,2/22/11,An act relating to repealing the provision that some school district budgets be presented to the voters by means of a divided question,,
H.301,2011,2/22/11,An act relating to required wage payments,,
H.307,2011,2/22/11,An act relating to requiring a report on bicycle racks on the grounds of state buildings,,
H.298,2011,2/22/11,An act relating to standardized ballots and vote tabulators,,
H.306,2011,2/22/11,An act relating to the duties of secondhand jewelry and coin dealers,,
H.305,2011,2/22/11,An act relating to the impact of sentencing on minor children,,
H.300,2011,2/22/11,An act relating to the requirement of mandatory binding arbitration and the elimination of strikes and imposed contracts in connection with the collective bargaining for teachers' and school administrators' contracts,,
H.318,2011,2/23/11,An act relating to construction or alteration of structures and air navigation,,
H.315,2011,2/23/11,An act relating to eliminating the education property tax exemption for ski areas,,
H.319,2011,2/23/11,An act relating to establishing a broadband regional service fee,,
H.317,2011,2/23/11,An act relating to establishing a randomized alphabet for listing candidate names on ballots,,
H.316,2011,2/23/11,An act relating to extending the deadline for filing a homestead declaration and income sensitivity adjustment for taxpayers who have received an extension of time to file their income tax returns,,
H.308,2011,2/23/11,An act relating to insurance coverage for phenylketonuria,,
H.320,2011,2/23/11,An act relating to local option tax for infrastructure,,
S.79,2011,2/23/11,An act relating to medical care for abused animals,,
H.309,2011,2/23/11,An act relating to notice required when a piece of homestead property is transferred or when property ceases to be homestead property,,
H.312,2011,2/23/11,An act relating to offender reintegration and recidivism,,
H.314,2011,2/23/11,An act relating to optional cash payment of property tax adjustment amounts,,
H.313,2011,2/23/11,An act relating to patient safety,,
H.311,2011,2/23/11,An act relating to requiring foreign language instruction in elementary and middle school,,
H.310,2011,2/23/11,An act relating to theft of an historic stone wall,,
H.327,2011,2/24/11,An act relating to the uniform principal and income act,114,?
H.321,2011,2/24/11,An act relating to a task force on children and families affected by the criminal justice system,,
H.322,2011,2/24/11,An act relating to authorizing voting student members to serve on local school boards,,
H.326,2011,2/24/11,An act relating to automobile minimum liability coverage,,
H.324,2011,2/24/11,An act relating to renal dialysis patient safety,,
H.325,2011,2/24/11,An act relating to small claims procedures,,
H.329,2011,2/24/11,An act relating to technical corrections to the workers' compensation statutes,,
S.80,2011,2/24/11,An act relating to the availability of information regarding a stock sale of assets in Vermont,,
H.323,2011,2/24/11,An act relating to the number of prekindergarten children included within a school district's average daily membership,,
H.328,2011,2/24/11,An act relating to the repeal of the delinquent property tax penalty,,
H.330,2011,2/24/11,An act relating to workers' compensation premiums,,
H.335,2011,2/25/11,An act relating to amending the charter of the town of Barre,M-3,Government & Public Affairs
H.356,2011,2/25/11,An act relating to absence from work for health care and safety,,
H.357,2011,2/25/11,An act relating to adding a person's name to the statewide voter checklist when he or she reaches 18 years of age,,
H.358,2011,2/25/11,An act relating to advanced practice registered nurses,,
H.332,2011,2/25/11,An act relating to an environmental commission for Vermont in the 21st century,,
H.350,2011,2/25/11,An act relating to an incentive for families receiving reduced price meals to apply for 3SquaresVT,,
H.333,2011,2/25/11,An act relating to compliance testing of tobacco licensees,,
H.347,2011,2/25/11,An act relating to consolidation of supervisory unions,,
H.351,2011,2/25/11,An act relating to creating a presumption that the common level of appraisal following a reappraisal is 1.00,,
H.334,2011,2/25/11,An act relating to e-mailing ballots to voters residing temporarily out of state,,
H.337,2011,2/25/11,An act relating to election officials responsible for conducting a recount,,
H.355,2011,2/25/11,An act relating to expanding health insurance coverage for autism spectrum disorders,,
H.352,2011,2/25/11,An act relating to expansion of the village green renewable pilot program,,
H.341,2011,2/25/11,An act relating to minors in possession of alcoholic beverages,,
H.339,2011,2/25/11,An act relating to municipal development plans and ridgeline protection bylaws,,
H.354,2011,2/25/11,An act relating to parental rights and responsibilities,,
H.340,2011,2/25/11,An act relating to prohibiting cruel and inhumane treatment of dogs in puppy mills,,
H.359,2011,2/25/11,An act relating to promoting work study opportunities,,
H.349,2011,2/25/11,An act relating to protecting public health by the use of safer cleaning products in schools,,
H.336,2011,2/25/11,An act relating to qualification of candidates and vote tabulators,,
H.331,2011,2/25/11,An act relating to removing the requirement of legislative approval of continued operation of a nuclear power plant,,
H.353,2011,2/25/11,An act relating to renewal of medical marijuana registration cards,,
H.348,2011,2/25/11,An act relating to school construction costs,,
H.338,2011,2/25/11,An act relating to the energy efficiency charge,,
H.344,2011,2/25/11,An act relating to the erection of signs related to municipal identity or character,,
H.346,2011,2/25/11,An act relating to the exploration of structural changes by supervisory unions with a superintendent vacancy,,
H.342,2011,2/25/11,An act relating to the format and composition of survey plats,,
H.360,2011,2/25/11,An act relating to the Vermont National Guard,,
H.343,2011,2/25/11,An act relating to the water quality of Lake Champlain,,
